State,CanProv,PortCode,Port,TradeValue
Alabama,Alberta,0101,Portland,83518.0
Alabama,Alberta,0103,Eastport,37731.0
Alabama,Alberta,0106,Houlton,382691.0
Alabama,Alberta,0107,Fort Fairfield,1358956.0
Alabama,Alberta,0109,Madawaska,169918.0
Alabama,Alberta,0110,Fort Kent,491787.0
Alabama,Alberta,0115,Calais,365338.0
Alabama,Alberta,0121,Rockland,3580.0
Alabama,Alberta,01XX,Portland Customs District n.e.c.,111951.0
Alabama,Alberta,0206,Beecher Falls,35366.0
Alabama,Alberta,0212,Highgate Springs/Alburg,129379.0
Alabama,Alberta,04XX,Boston Customs District n.e.c.,37577.0
Alabama,Alberta,0701,Ogdensburg,110501.0
Alabama,Alberta,0704,Massena,62961.0
Alabama,Alberta,0708,Alexandria Bay,111939.0
Alabama,Alberta,0712,Champlain-Rouses Point,2074287.0
Alabama,Alberta,07XX,Ogdensburg Customs District n.e.c.,290982.0
Alabama,Alberta,0901,Buffalo-Niagara Falls,15359546.0
Alabama,Alberta,09XX,Buffalo Customs District n.e.c.,338831.0
Alabama,Alberta,1003,Newark,17685.0
Alabama,Alberta,1012,John F Kennedy Intl Airport,2995.0
Alabama,Alberta,11XX,Philadelphia Customs District n.e.c.,104643.0
Alabama,Alberta,15XX,Wilmington Customs District n.e.c.,197727.0
Alabama,Alberta,16XX,Charleston Customs District n.e.c.,50180.0
Alabama,Alberta,1704,Atlanta,413439.0
Alabama,Alberta,17XX,Savannah Customs District n.e.c.,265797.0
Alabama,Alberta,18XX,Tampa Customs District n.e.c.,57998.0
Alabama,Alberta,19XX,Mobile Customs District n.e.c.,182240576.0
Alabama,Alberta,2006,Memphis,684421.0
Alabama,Alberta,20XX,New Orleans Customs District n.e.c.,185425856.0
Alabama,Alberta,23XX,Laredo Customs District n.e.c.,142918.0
Alabama,Alberta,24XX,El Paso Customs District n.e.c.,25060.0
Alabama,Alberta,26XX,Nogales Customs District n.e.c.,20765.0
Alabama,Alberta,27XX,Los Angeles Customs District n.e.c.,45859.0
Alabama,Alberta,28XX,San Francisco Customs District n.e.c.,2658.0
Alabama,Alberta,29XX,Columbia-Snake Customs District n.e.c.,21250.0
Alabama,Alberta,3001,Seattle,307716.0
Alabama,Alberta,3002,Tacoma,8480.0
Alabama,Alberta,3003,Aberdeen-Hoquiam,76220.0
Alabama,Alberta,3004,Blaine,7218022.0
Alabama,Alberta,3005,Bellingham,80234.0
Alabama,Alberta,3008,Port Townsend,3467.0
Alabama,Alberta,3009,Sumas,875606.0
Alabama,Alberta,3010,Anacortes,15064.0
Alabama,Alberta,3014,Friday Harbor,25000.0
Alabama,Alberta,3015,Boundary,195560.0
Alabama,Alberta,3016,Laurier,330726.0
Alabama,Alberta,3023,Lynden,4533.0
Alabama,Alberta,3029,Seattle-Tacoma Intl Arpt,159343.0
Alabama,Alberta,30XX,Seattle Customs District n.e.c.,2421539.0
Alabama,Alberta,3102,Ketchikan,7241.0
Alabama,Alberta,3104,Alcan,532415.0
Alabama,Alberta,3106,Dalton Cache,12503.0
Alabama,Alberta,3111,Fairbanks,40133.0
Alabama,Alberta,3126,Anchorage,88853.0
Alabama,Alberta,32XX,Honolulu Customs District n.e.c.,6102.0
Alabama,Alberta,3301,Raymond,702397.0
Alabama,Alberta,3302,Eastport,3342278.0
Alabama,Alberta,3304,Great Falls,149335.0
Alabama,Alberta,3307,Denver,2228609.0
Alabama,Alberta,3308,Porthill,23520.0
Alabama,Alberta,3309,Scoby,4071.0
Alabama,Alberta,3310,Sweetgrass,678461562.0
Alabama,Alberta,3312,Whitetail,16327.0
Alabama,Alberta,3316,Piegan,126463.0
Alabama,Alberta,3318,Roosville,27905.0
Alabama,Alberta,3321,Whitlash,232701.0
Alabama,Alberta,3322,Del Bonita,65201.0
Alabama,Alberta,33XX,Great Falls Customs District n.e.c.,5094815.0
Alabama,Alberta,3401,Pembina,238987183.0
Alabama,Alberta,3403,Portal,1142398771.0
Alabama,Alberta,3404,Neche,372088.0
Alabama,Alberta,3405,St John,51713.0
Alabama,Alberta,3406,Northgate,419464.0
Alabama,Alberta,3408,Hannah,16011.0
Alabama,Alberta,3409,Sarles,16305.0
Alabama,Alberta,3410,Ambrose,57426.0
Alabama,Alberta,3422,Dunseith,65696.0
Alabama,Alberta,3423,Warroad,242401.0
Alabama,Alberta,3424,Baudette,6459.0
Alabama,Alberta,3426,Roseau,3723600.0
Alabama,Alberta,3430,Lancaster,17983.0
Alabama,Alberta,34XX,Pembina Customs District n.e.c.,407475.0
Alabama,Alberta,3501,Minneapolis-St. Paul,6718706.0
Alabama,Alberta,35XX,Minneapolis Customs District n.e.c.,9817567.0
Alabama,Alberta,3604,International Falls-Ranier,5174973797.0
Alabama,Alberta,3613,Grand Portage,831170.0
Alabama,Alberta,36XX,Duluth Customs District n.e.c.,622953.0
Alabama,Alberta,3701,Milwaukee,42038.0
Alabama,Alberta,3801,Detroit,11431550.0
Alabama,Alberta,3802,Port Huron,178850481.0
Alabama,Alberta,3803,Sault Ste. Marie,5299405.0
Alabama,Alberta,3805,Battle Creek,3606.0
Alabama,Alberta,3807,Detroit Metro Airport,135951.0
Alabama,Alberta,3843,Alpena,25662.0
Alabama,Alberta,38XX,Detroit Customs District n.e.c.,442549.0
Alabama,Alberta,3901,Chicago,26562.0
Alabama,Alberta,39XX,Chicago Customs District n.e.c.,64707052.0
Alabama,Alberta,4101,Cleveland,28700620.0
Alabama,Alberta,4102,Cincinnati,1073880.0
Alabama,Alberta,4104,Dayton,23015.0
Alabama,Alberta,4105,Toledo-Sandusky,56096.0
Alabama,Alberta,4110,Indianapolis,8375006.0
Alabama,Alberta,4115,Louisville,559415.0
Alabama,Alberta,41XX,Cleveland Customs District n.e.c.,9909814.0
Alabama,Alberta,45XX,St Louis Customs District n.e.c.,370358.0
Alabama,Alberta,52XX,Miami Customs District n.e.c.,45000.0
Alabama,Alberta,5301,Houston,40000.0
Alabama,Alberta,53XX,Houston-Galveston Customs District n.e.c.,283706.0
Alabama,Alberta,54XX,Washington Customs District n.e.c.,26206.0
Alabama,Alberta,55XX,Dallas/Ft. Worth Customs District n.e.c.,738.0
Alabama,Alberta,70XX,Low Value n.e.c.,3300941.0
Alabama,British Columbia,0101,Portland,94335.0
Alabama,British Columbia,0102,Bangor,5709.0
Alabama,British Columbia,0103,Eastport,24668.0
Alabama,British Columbia,0106,Houlton,236500.0
Alabama,British Columbia,0109,Madawaska,3544.0
Alabama,British Columbia,0115,Calais,266323.0
Alabama,British Columbia,01XX,Portland Customs District n.e.c.,2511.0
Alabama,British Columbia,0206,Beecher Falls,8422.0
Alabama,British Columbia,0209,Derby Line,25525.0
Alabama,British Columbia,0211,Norton,42358.0
Alabama,British Columbia,0212,Highgate Springs/Alburg,256415.0
Alabama,British Columbia,04XX,Boston Customs District n.e.c.,4840.0
Alabama,British Columbia,0701,Ogdensburg,39947.0
Alabama,British Columbia,0704,Massena,295640.0
Alabama,British Columbia,0708,Alexandria Bay,2837122.0
Alabama,British Columbia,0712,Champlain-Rouses Point,3087619.0
Alabama,British Columbia,07XX,Ogdensburg Customs District n.e.c.,939671.0
Alabama,British Columbia,0901,Buffalo-Niagara Falls,9854675.0
Alabama,British Columbia,0906,Syracuse,11915.0
Alabama,British Columbia,09XX,Buffalo Customs District n.e.c.,19748365.0
Alabama,British Columbia,1003,Newark,73406.0
Alabama,British Columbia,1012,John F Kennedy Intl Airport,80729.0
Alabama,British Columbia,10XX,New York City Customs District n.e.c.,22475.0
Alabama,British Columbia,11XX,Philadelphia Customs District n.e.c.,5398.0
Alabama,British Columbia,13XX,Baltimore Customs District n.e.c.,126975.0
Alabama,British Columbia,15XX,Wilmington Customs District n.e.c.,3848.0
Alabama,British Columbia,16XX,Charleston Customs District n.e.c.,174863.0
Alabama,British Columbia,1704,Atlanta,2233970.0
Alabama,British Columbia,17XX,Savannah Customs District n.e.c.,9938708.0
Alabama,British Columbia,18XX,Tampa Customs District n.e.c.,113405.0
Alabama,British Columbia,19XX,Mobile Customs District n.e.c.,5480365.0
Alabama,British Columbia,2006,Memphis,1654183.0
Alabama,British Columbia,20XX,New Orleans Customs District n.e.c.,107948380.0
Alabama,British Columbia,24XX,El Paso Customs District n.e.c.,57016.0
Alabama,British Columbia,25XX,San Diego Customs District n.e.c.,545508.0
Alabama,British Columbia,26XX,Nogales Customs District n.e.c.,89709.0
Alabama,British Columbia,27XX,Los Angeles Customs District n.e.c.,55425.0
Alabama,British Columbia,28XX,San Francisco Customs District n.e.c.,75687.0
Alabama,British Columbia,29XX,Columbia-Snake Customs District n.e.c.,49657.0
Alabama,British Columbia,3001,Seattle,17715763.0
Alabama,British Columbia,3002,Tacoma,76976.0
Alabama,British Columbia,3003,Aberdeen-Hoquiam,191570.0
Alabama,British Columbia,3004,Blaine,1426501434.0
Alabama,British Columbia,3005,Bellingham,260877.0
Alabama,British Columbia,3006,Everett,4232.0
Alabama,British Columbia,3007,Port Angeles,2560270.0
Alabama,British Columbia,3008,Port Townsend,18185.0
Alabama,British Columbia,3009,Sumas,218661416.0
Alabama,British Columbia,3010,Anacortes,43667.0
Alabama,British Columbia,3011,Nighthawk,32145.0
Alabama,British Columbia,3012,Danville,152610.0
Alabama,British Columbia,3013,Ferry,72401.0
Alabama,British Columbia,3014,Friday Harbor,13568.0
Alabama,British Columbia,3015,Boundary,197604395.0
Alabama,British Columbia,3016,Laurier,20549891.0
Alabama,British Columbia,3017,Point Roberts,4054.0
Alabama,British Columbia,3019,Oroville,73652683.0
Alabama,British Columbia,3020,Frontier,664293.0
Alabama,British Columbia,3023,Lynden,6209632.0
Alabama,British Columbia,3025,Metaline Falls,186684.0
Alabama,British Columbia,3026,Olympia,21122.0
Alabama,British Columbia,3029,Seattle-Tacoma Intl Arpt,18484170.0
Alabama,British Columbia,30XX,Seattle Customs District n.e.c.,51189137.0
Alabama,British Columbia,3101,Juneau,6069.0
Alabama,British Columbia,3103,Skagway,241150.0
Alabama,British Columbia,3104,Alcan,416953.0
Alabama,British Columbia,3106,Dalton Cache,166307.0
Alabama,British Columbia,3126,Anchorage,11309.0
Alabama,British Columbia,31XX,Anchorage Customs District n.e.c.,119308430.0
Alabama,British Columbia,3301,Raymond,121258.0
Alabama,British Columbia,3302,Eastport,30449006.0
Alabama,British Columbia,3303,Salt Lake City,1719.0
Alabama,British Columbia,3304,Great Falls,343311.0
Alabama,British Columbia,3308,Porthill,71482.0
Alabama,British Columbia,3309,Scoby,18423.0
Alabama,British Columbia,3310,Sweetgrass,11843642.0
Alabama,British Columbia,3312,Whitetail,15289.0
Alabama,British Columbia,3318,Roosville,1077688.0
Alabama,British Columbia,3322,Del Bonita,726869.0
Alabama,British Columbia,33XX,Great Falls Customs District n.e.c.,116088.0
Alabama,British Columbia,3401,Pembina,96065344.0
Alabama,British Columbia,3403,Portal,881235413.0
Alabama,British Columbia,3408,Hannah,101254.0
Alabama,British Columbia,3410,Ambrose,83988.0
Alabama,British Columbia,3411,Fargo,51335.0
Alabama,British Columbia,3422,Dunseith,632057.0
Alabama,British Columbia,3423,Warroad,123347.0
Alabama,British Columbia,3426,Roseau,39478.0
Alabama,British Columbia,34XX,Pembina Customs District n.e.c.,260991.0
Alabama,British Columbia,3501,Minneapolis-St. Paul,200651.0
Alabama,British Columbia,35XX,Minneapolis Customs District n.e.c.,3937.0
Alabama,British Columbia,3604,International Falls-Ranier,1384347664.0
Alabama,British Columbia,3613,Grand Portage,707921.0
Alabama,British Columbia,3801,Detroit,15362248.0
Alabama,British Columbia,3802,Port Huron,32253785.0
Alabama,British Columbia,3803,Sault Ste. Marie,639396.0
Alabama,British Columbia,3807,Detroit Metro Airport,459190.0
Alabama,British Columbia,3814,Algonac,473112.0
Alabama,British Columbia,38XX,Detroit Customs District n.e.c.,110143.0
Alabama,British Columbia,39XX,Chicago Customs District n.e.c.,179316.0
Alabama,British Columbia,4101,Cleveland,21637861.0
Alabama,British Columbia,4102,Cincinnati,242497.0
Alabama,British Columbia,4103,Columbus,224967.0
Alabama,British Columbia,4104,Dayton,25297.0
Alabama,British Columbia,4105,Toledo-Sandusky,164619.0
Alabama,British Columbia,4110,Indianapolis,162162.0
Alabama,British Columbia,4115,Louisville,193425.0
Alabama,British Columbia,41XX,Cleveland Customs District n.e.c.,6931757.0
Alabama,British Columbia,5201,Miami,5195.0
Alabama,British Columbia,52XX,Miami Customs District n.e.c.,70216.0
Alabama,British Columbia,5301,Houston,53475.0
Alabama,British Columbia,53XX,Houston-Galveston Customs District n.e.c.,2851.0
Alabama,British Columbia,54XX,Washington Customs District n.e.c.,22901.0
Alabama,British Columbia,55XX,Dallas/Ft. Worth Customs District n.e.c.,4900.0
Alabama,British Columbia,70XX,Low Value n.e.c.,2339236.0
Alabama,British Columbia,80XX,Unknown District n.e.c.,50042.0
Alabama,Manitoba,0101,Portland,230899.0
Alabama,Manitoba,0104,Jackman,63508.0
Alabama,Manitoba,0106,Houlton,18320.0
Alabama,Manitoba,0107,Fort Fairfield,528111.0
Alabama,Manitoba,0109,Madawaska,95588.0
Alabama,Manitoba,0115,Calais,2661496.0
Alabama,Manitoba,0206,Beecher Falls,2893.0
Alabama,Manitoba,0211,Norton,16251.0
Alabama,Manitoba,0212,Highgate Springs/Alburg,29694.0
Alabama,Manitoba,0708,Alexandria Bay,284347.0
Alabama,Manitoba,0712,Champlain-Rouses Point,3281442.0
Alabama,Manitoba,0714,Clayton,3663.0
Alabama,Manitoba,07XX,Ogdensburg Customs District n.e.c.,70867.0
Alabama,Manitoba,0901,Buffalo-Niagara Falls,25971024.0
Alabama,Manitoba,0903,Rochester,32890.0
Alabama,Manitoba,09XX,Buffalo Customs District n.e.c.,33675.0
Alabama,Manitoba,1003,Newark,3625.0
Alabama,Manitoba,16XX,Charleston Customs District n.e.c.,8568.0
Alabama,Manitoba,1704,Atlanta,1968605.0
Alabama,Manitoba,17XX,Savannah Customs District n.e.c.,6053.0
Alabama,Manitoba,18XX,Tampa Customs District n.e.c.,5000.0
Alabama,Manitoba,19XX,Mobile Customs District n.e.c.,1792343.0
Alabama,Manitoba,2006,Memphis,10173816.0
Alabama,Manitoba,20XX,New Orleans Customs District n.e.c.,14721362.0
Alabama,Manitoba,23XX,Laredo Customs District n.e.c.,2345.0
Alabama,Manitoba,27XX,Los Angeles Customs District n.e.c.,2871.0
Alabama,Manitoba,3001,Seattle,632218.0
Alabama,Manitoba,3002,Tacoma,249233.0
Alabama,Manitoba,3003,Aberdeen-Hoquiam,8620.0
Alabama,Manitoba,3004,Blaine,7224207.0
Alabama,Manitoba,3005,Bellingham,24668.0
Alabama,Manitoba,3007,Port Angeles,3446.0
Alabama,Manitoba,3008,Port Townsend,110962.0
Alabama,Manitoba,3009,Sumas,982533.0
Alabama,Manitoba,3010,Anacortes,12619.0
Alabama,Manitoba,3014,Friday Harbor,15363.0
Alabama,Manitoba,3018,Kenmore Air Harbor,2995.0
Alabama,Manitoba,3019,Oroville,5334.0
Alabama,Manitoba,3029,Seattle-Tacoma Intl Arpt,2032.0
Alabama,Manitoba,30XX,Seattle Customs District n.e.c.,97118.0
Alabama,Manitoba,3101,Juneau,2875.0
Alabama,Manitoba,3104,Alcan,373249.0
Alabama,Manitoba,3301,Raymond,572448.0
Alabama,Manitoba,3302,Eastport,886887.0
Alabama,Manitoba,3304,Great Falls,57262.0
Alabama,Manitoba,3310,Sweetgrass,5296153.0
Alabama,Manitoba,33XX,Great Falls Customs District n.e.c.,61395.0
Alabama,Manitoba,3401,Pembina,3037525743.0
Alabama,Manitoba,3403,Portal,35070220.0
Alabama,Manitoba,3404,Neche,87579.0
Alabama,Manitoba,3406,Northgate,117332.0
Alabama,Manitoba,3407,Walhalla,27105.0
Alabama,Manitoba,3408,Hannah,3366.0
Alabama,Manitoba,3410,Ambrose,8030.0
Alabama,Manitoba,3411,Fargo,158591.0
Alabama,Manitoba,3413,Antler,26302.0
Alabama,Manitoba,3419,Westhope,25308.0
Alabama,Manitoba,3422,Dunseith,5672231.0
Alabama,Manitoba,3423,Warroad,2983724.0
Alabama,Manitoba,3424,Baudette,365410.0
Alabama,Manitoba,3426,Roseau,2008584.0
Alabama,Manitoba,3430,Lancaster,44603.0
Alabama,Manitoba,3481,Hector Intl Airport,3283.0
Alabama,Manitoba,34XX,Pembina Customs District n.e.c.,3598105.0
Alabama,Manitoba,3501,Minneapolis-St. Paul,6059996.0
Alabama,Manitoba,35XX,Minneapolis Customs District n.e.c.,1381788.0
Alabama,Manitoba,3604,International Falls-Ranier,1225481350.0
Alabama,Manitoba,3613,Grand Portage,418355.0
Alabama,Manitoba,36XX,Duluth Customs District n.e.c.,93913.0
Alabama,Manitoba,3801,Detroit,13252697.0
Alabama,Manitoba,3802,Port Huron,21433638.0
Alabama,Manitoba,3803,Sault Ste. Marie,351197.0
Alabama,Manitoba,3804,Saginaw/Bay City,40491.0
Alabama,Manitoba,38XX,Detroit Customs District n.e.c.,140044.0
Alabama,Manitoba,3901,Chicago,3946.0
Alabama,Manitoba,39XX,Chicago Customs District n.e.c.,15341.0
Alabama,Manitoba,4101,Cleveland,5642168.0
Alabama,Manitoba,4102,Cincinnati,38227.0
Alabama,Manitoba,4110,Indianapolis,508929.0
Alabama,Manitoba,4115,Louisville,111851.0
Alabama,Manitoba,41XX,Cleveland Customs District n.e.c.,803417.0
Alabama,Manitoba,45XX,St Louis Customs District n.e.c.,8339.0
Alabama,Manitoba,52XX,Miami Customs District n.e.c.,2800.0
Alabama,Manitoba,70XX,Low Value n.e.c.,1018812.0
Alabama,New Brunswick,0101,Portland,67408.0
Alabama,New Brunswick,0102,Bangor,8540.0
Alabama,New Brunswick,0103,Eastport,142601.0
Alabama,New Brunswick,0104,Jackman,40554.0
Alabama,New Brunswick,0105,Vanceboro,18518664.0
Alabama,New Brunswick,0106,Houlton,284480868.0
Alabama,New Brunswick,0107,Fort Fairfield,8965.0
Alabama,New Brunswick,0108,Van Buren,385928.0
Alabama,New Brunswick,0109,Madawaska,270067.0
Alabama,New Brunswick,0110,Fort Kent,81794.0
Alabama,New Brunswick,0112,Bar Harbor,7330.0
Alabama,New Brunswick,0115,Calais,183853056.0
Alabama,New Brunswick,0118,Limestone,1057024.0
Alabama,New Brunswick,0121,Rockland,87716.0
Alabama,New Brunswick,0127,Bridgewater,49622.0
Alabama,New Brunswick,01XX,Portland Customs District n.e.c.,182734.0
Alabama,New Brunswick,0209,Derby Line,708036.0
Alabama,New Brunswick,0212,Highgate Springs/Alburg,238450.0
Alabama,New Brunswick,0701,Ogdensburg,378930.0
Alabama,New Brunswick,0708,Alexandria Bay,6684278.0
Alabama,New Brunswick,0712,Champlain-Rouses Point,10075255.0
Alabama,New Brunswick,0715,Trout River,2194304.0
Alabama,New Brunswick,07XX,Ogdensburg Customs District n.e.c.,20209.0
Alabama,New Brunswick,0901,Buffalo-Niagara Falls,5046207.0
Alabama,New Brunswick,1704,Atlanta,97334.0
Alabama,New Brunswick,19XX,Mobile Customs District n.e.c.,1476759.0
Alabama,New Brunswick,2006,Memphis,12852.0
Alabama,New Brunswick,20XX,New Orleans Customs District n.e.c.,1414568.0
Alabama,New Brunswick,3001,Seattle,579372.0
Alabama,New Brunswick,3003,Aberdeen-Hoquiam,217337.0
Alabama,New Brunswick,3004,Blaine,668250.0
Alabama,New Brunswick,3005,Bellingham,37328.0
Alabama,New Brunswick,3006,Everett,21931.0
Alabama,New Brunswick,3009,Sumas,3776.0
Alabama,New Brunswick,3029,Seattle-Tacoma Intl Arpt,2861.0
Alabama,New Brunswick,3301,Raymond,169171.0
Alabama,New Brunswick,3310,Sweetgrass,55757.0
Alabama,New Brunswick,3323,Wildhorse,37915.0
Alabama,New Brunswick,3401,Pembina,1029192.0
Alabama,New Brunswick,3403,Portal,209250.0
Alabama,New Brunswick,3423,Warroad,173176.0
Alabama,New Brunswick,3426,Roseau,247500.0
Alabama,New Brunswick,3604,International Falls-Ranier,163297.0
Alabama,New Brunswick,3613,Grand Portage,7236.0
Alabama,New Brunswick,3801,Detroit,93339451.0
Alabama,New Brunswick,3802,Port Huron,136461937.0
Alabama,New Brunswick,3803,Sault Ste. Marie,15524.0
Alabama,New Brunswick,38XX,Detroit Customs District n.e.c.,3798.0
Alabama,New Brunswick,39XX,Chicago Customs District n.e.c.,11975.0
Alabama,New Brunswick,4101,Cleveland,347796.0
Alabama,New Brunswick,41XX,Cleveland Customs District n.e.c.,31076.0
Alabama,New Brunswick,70XX,Low Value n.e.c.,4362.0
Alabama,Newfoundland,0101,Portland,1809000.0
Alabama,Newfoundland,0105,Vanceboro,459292.0
Alabama,Newfoundland,0106,Houlton,12688526.0
Alabama,Newfoundland,0115,Calais,5726455.0
Alabama,Newfoundland,0131,Portsmouth,34933.0
Alabama,Newfoundland,01XX,Portland Customs District n.e.c.,42423.0
Alabama,Newfoundland,0708,Alexandria Bay,289854.0
Alabama,Newfoundland,0712,Champlain-Rouses Point,1962064.0
Alabama,Newfoundland,0715,Trout River,246261.0
Alabama,Newfoundland,0901,Buffalo-Niagara Falls,22667986.0
Alabama,Newfoundland,09XX,Buffalo Customs District n.e.c.,18399.0
Alabama,Newfoundland,1012,John F Kennedy Intl Airport,34456.0
Alabama,Newfoundland,10XX,New York City Customs District n.e.c.,10372876.0
Alabama,Newfoundland,11XX,Philadelphia Customs District n.e.c.,2928.0
Alabama,Newfoundland,14XX,Norfolk Customs District n.e.c.,183283.0
Alabama,Newfoundland,19XX,Mobile Customs District n.e.c.,273645586.0
Alabama,Newfoundland,2006,Memphis,21662.0
Alabama,Newfoundland,20XX,New Orleans Customs District n.e.c.,615644.0
Alabama,Newfoundland,3004,Blaine,89458.0
Alabama,Newfoundland,3801,Detroit,32663201.0
Alabama,Newfoundland,3802,Port Huron,8637095.0
Alabama,Newfoundland,38XX,Detroit Customs District n.e.c.,80531.0
Alabama,Newfoundland,4101,Cleveland,363237.0
Alabama,Newfoundland,41XX,Cleveland Customs District n.e.c.,44831.0
Alabama,Northwest Territories,20XX,New Orleans Customs District n.e.c.,10230.0
Alabama,Northwest Territories,3310,Sweetgrass,45694.0
Alabama,Northwest Territories,3401,Pembina,80500.0
Alabama,Northwest Territories,3403,Portal,15870.0
Alabama,Northwest Territories,3802,Port Huron,324758.0
Alabama,Nova Scotia,0105,Vanceboro,4577680.0
Alabama,Nova Scotia,0106,Houlton,258525488.0
Alabama,Nova Scotia,0112,Bar Harbor,22364.0
Alabama,Nova Scotia,0115,Calais,63485825.0
Alabama,Nova Scotia,01XX,Portland Customs District n.e.c.,42910.0
Alabama,Nova Scotia,0209,Derby Line,135499.0
Alabama,Nova Scotia,0211,Norton,230349.0
Alabama,Nova Scotia,04XX,Boston Customs District n.e.c.,757556.0
Alabama,Nova Scotia,0701,Ogdensburg,7277.0
Alabama,Nova Scotia,0708,Alexandria Bay,9263108.0
Alabama,Nova Scotia,0712,Champlain-Rouses Point,6158597.0
Alabama,Nova Scotia,0715,Trout River,234315.0
Alabama,Nova Scotia,07XX,Ogdensburg Customs District n.e.c.,12217.0
Alabama,Nova Scotia,0901,Buffalo-Niagara Falls,5780132.0
Alabama,Nova Scotia,09XX,Buffalo Customs District n.e.c.,36203.0
Alabama,Nova Scotia,1012,John F Kennedy Intl Airport,8683.0
Alabama,Nova Scotia,11XX,Philadelphia Customs District n.e.c.,182991.0
Alabama,Nova Scotia,13XX,Baltimore Customs District n.e.c.,21137.0
Alabama,Nova Scotia,1603,Greenville-Spartanbrg,15850.0
Alabama,Nova Scotia,16XX,Charleston Customs District n.e.c.,3837.0
Alabama,Nova Scotia,1704,Atlanta,192184.0
Alabama,Nova Scotia,18XX,Tampa Customs District n.e.c.,35092.0
Alabama,Nova Scotia,19XX,Mobile Customs District n.e.c.,35828119.0
Alabama,Nova Scotia,2006,Memphis,2750.0
Alabama,Nova Scotia,20XX,New Orleans Customs District n.e.c.,10771406.0
Alabama,Nova Scotia,3004,Blaine,30546.0
Alabama,Nova Scotia,3310,Sweetgrass,350000.0
Alabama,Nova Scotia,3401,Pembina,149765.0
Alabama,Nova Scotia,3403,Portal,79000.0
Alabama,Nova Scotia,34XX,Pembina Customs District n.e.c.,80097.0
Alabama,Nova Scotia,3604,International Falls-Ranier,33559.0
Alabama,Nova Scotia,3801,Detroit,25286350.0
Alabama,Nova Scotia,3802,Port Huron,67624294.0
Alabama,Nova Scotia,3803,Sault Ste. Marie,29062.0
Alabama,Nova Scotia,3807,Detroit Metro Airport,50035.0
Alabama,Nova Scotia,38XX,Detroit Customs District n.e.c.,94482.0
Alabama,Nova Scotia,39XX,Chicago Customs District n.e.c.,2969.0
Alabama,Nova Scotia,4101,Cleveland,2649325.0
Alabama,Nova Scotia,4102,Cincinnati,33137.0
Alabama,Nova Scotia,4105,Toledo-Sandusky,3363.0
Alabama,Nova Scotia,4115,Louisville,27512.0
Alabama,Nova Scotia,41XX,Cleveland Customs District n.e.c.,2201828.0
Alabama,Nova Scotia,49XX,San Juan Customs District n.e.c.,18000.0
Alabama,Nova Scotia,52XX,Miami Customs District n.e.c.,39210.0
Alabama,Nova Scotia,54XX,Washington Customs District n.e.c.,8032.0
Alabama,Nova Scotia,70XX,Low Value n.e.c.,7217.0
Alabama,Nunavut,20XX,New Orleans Customs District n.e.c.,2765.0
Alabama,Nunavut,3604,International Falls-Ranier,31301.0
Alabama,Ontario,0101,Portland,317280.0
Alabama,Ontario,0102,Bangor,920196.0
Alabama,Ontario,0104,Jackman,118976.0
Alabama,Ontario,0106,Houlton,24437376.0
Alabama,Ontario,0107,Fort Fairfield,26304.0
Alabama,Ontario,0108,Van Buren,8500.0
Alabama,Ontario,0110,Fort Kent,7038.0
Alabama,Ontario,0115,Calais,11787678.0
Alabama,Ontario,0118,Limestone,30989.0
Alabama,Ontario,0127,Bridgewater,2996.0
Alabama,Ontario,0131,Portsmouth,214000.0
Alabama,Ontario,01XX,Portland Customs District n.e.c.,110747.0
Alabama,Ontario,0203,Richford,57938.0
Alabama,Ontario,0206,Beecher Falls,336335.0
Alabama,Ontario,0207,Burlington,5196123.0
Alabama,Ontario,0209,Derby Line,2026536.0
Alabama,Ontario,0211,Norton,97207.0
Alabama,Ontario,0212,Highgate Springs/Alburg,88543838.0
Alabama,Ontario,02XX,St. Albans Customs District n.e.c.,7332.0
Alabama,Ontario,0417,Logan Airport,217815.0
Alabama,Ontario,04XX,Boston Customs District n.e.c.,110646.0
Alabama,Ontario,0701,Ogdensburg,108265051.0
Alabama,Ontario,0704,Massena,6530012.0
Alabama,Ontario,0706,Cape Vincent,173332.0
Alabama,Ontario,0708,Alexandria Bay,1456438990.0
Alabama,Ontario,0712,Champlain-Rouses Point,175731077.0
Alabama,Ontario,0715,Trout River,477615.0
Alabama,Ontario,07XX,Ogdensburg Customs District n.e.c.,4411412.0
Alabama,Ontario,0901,Buffalo-Niagara Falls,17222277052.0
Alabama,Ontario,0903,Rochester,85429.0
Alabama,Ontario,0904,Oswego,46363.0
Alabama,Ontario,0905,Sodus Point,157918.0
Alabama,Ontario,0906,Syracuse,1440435.0
Alabama,Ontario,0907,Utica,8642.0
Alabama,Ontario,09XX,Buffalo Customs District n.e.c.,21113568.0
Alabama,Ontario,1003,Newark,153147.0
Alabama,Ontario,1012,John F Kennedy Intl Airport,309306391.0
Alabama,Ontario,10XX,New York City Customs District n.e.c.,6156872.0
Alabama,Ontario,11XX,Philadelphia Customs District n.e.c.,708849.0
Alabama,Ontario,1303,Baltimore,6520.0
Alabama,Ontario,13XX,Baltimore Customs District n.e.c.,1641803.0
Alabama,Ontario,14XX,Norfolk Customs District n.e.c.,6678.0
Alabama,Ontario,15XX,Wilmington Customs District n.e.c.,286670.0
Alabama,Ontario,1603,Greenville-Spartanbrg,13999.0
